"GSCORE","SNP","CHROM","POS","TRAIT","ANNOT"
"0.76","c2_42312","chr03","40633207","CPTuber.H","Ribokinase/fructokinase"
"0.76","c2_44609","chr04","11396318","CPTuber.H","STELLO glycosyltransferases"
"0.76","c2_10287","chr05","51460576","CPTuber.H","BPM, C-terminal"
"0.76","c2_26500","chr06","11784953","CPTuber.H",NA
"0.76","c2_8652","chr06","53067258","CPTuber.H","Proteinase inhibitor I3, Kunitz legume"
"0.76","c2_9216","chr06","57864908","CPTuber.H","GTP cyclohydrolase I domain"
"0.76","c2_4578","chr07","12801137","CPTuber.H","Elongation factor Ts, dimerisation domain superfamily"
"0.76","c2_15905","chr07","44670571","CPTuber.H","Pepsin-like domain, plant"
"0.76","c2_17317","chr08","10097650","CPTuber.H","Beta-ketoacyl synthase, C-terminal domain"
"0.76","c2_29495","chr08","24365056","CPTuber.H",NA
"0.76","c1_6346","chr08","25063325","CPTuber.H","Pentacotripeptide-repeat region of PRORP"
"0.76","c1_9651","chr09","3149675","CPTuber.H","Pyridine nucleotide-disulphide oxidoreductase"
"0.76","c1_4231","chr09","6344506","CPTuber.H","Adenylate kinase/UMP-CMP kinase"
"0.76","c1_13886","chr09","61578285","CPTuber.H","Armadillo/plakoglobin ARM repeat profile."
"0.76","c2_29739","chr10","57137685","CPTuber.H","Sucrose-6-phosphate phosphohydrolase C-terminal"
"0.76","c2_37201","chr11","2565921","CPTuber.H","C-terminal duplication domain of Friend of PRMT1"
"0.76","c2_21066","chr11","6672421","CPTuber.H","Peptide Chain Release Factor eRF1/aRF1, N-terminal"
"0.76","c1_4371","chr11","37893666","CPTuber.H","F-box domain"
"0.76","c1_12118","chr01","64146930","CPTuber.H","Histone Acetyltransferase; Chain A"
"0.76","c1_4666","chr01","75668861","CPTuber.H","WD domain, G-beta repeat"
"0.76","c1_5732","chr02","19588617","CPTuber.H","Small nuclear ribonucleoprotein Sm D3"
"0.76","c2_50405","chr02","33696934","CPTuber.H","(2R)-phospho-3-sulpholactate synthase, ComA"
"0.76","c1_2640","chr02","39560814","CPTuber.H","HtrA/DegQ protease family signature"
"0.76","c1_5924","chr02","45223760","CPTuber.H","HAUS augmin-like complex subunit 6, N-terminal"
"0.76","c2_36018","chr03","31615444","CPTuber.H",NA
"0.76","c2_9531","chr03","59439251","CPTuber.H","Chaperonin Cpn60"
"0.76","c2_30492","chr06","728787","CPTuber.H","Immunoglobulin-like fold"
"0.76","c1_11418","chr06","3011388","CPTuber.H","Cytochrome b-c1 complex subunit 8, plants"
"0.76","c2_4438","chr07","41105014","CPTuber.H",NA
"0.76","c1_7520","chr07","43432785","CPTuber.H","UDP-glucoronosyl and UDP-glucosyl transferase"
"0.76","c2_28848","chr07","56784867","CPTuber.H","Aldolase-type TIM barrel"
"0.76","c2_15826","chr08","47650997","CPTuber.H","LIS1 homology (LisH) motif profile."
"0.76","c2_4420","chr09","8658113","CPTuber.H","AdoMet-dependent rRNA methyltransferase <gene_name> [SPB1]."
"0.76","c2_13636","chr11","38442130","CPTuber.H","Peptidase C19, ubiquitin carboxyl-terminal hydrolase"
"0.76","c2_23250","chr12","7405350","CPTuber.H",NA
"0.76","c2_48013","chr12","11100216","CPTuber.H","UDP-glucoronosyl and UDP-glucosyl transferase"
"0.76","c2_17400","chr02","19406377","CPTuber.H",NA
"0.76","c1_13887","chr02","30844911","CPTuber.H","GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p"
"0.76","c1_16079","chr04","6941434","CPTuber.H","YL1 nuclear protein"
"0.76","c2_26741","chr04","63482620","CPTuber.H","Homeobox domain"
"0.76","c2_11707","chr05","2271081","CPTuber.H","Alpha/beta hydrolase fold-3"
"0.76","c2_38293","chr06","2890416","CPTuber.H",NA
"0.76","c2_28310","chr07","52427227","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.76","c2_2837","chr08","29181980","CPTuber.H",NA
"0.76","c2_30293","chr08","36223581","CPTuber.H","Guanine nucleotide binding protein (G-protein), alpha subunit"
"0.76","c2_32291","chr08","41767122","CPTuber.H","Aldolase-type TIM barrel"
"0.76","c2_35654","chr09","66465451","CPTuber.H","Glycine rich protein family"
"0.76","c1_16696","chr12","27805299","CPTuber.H","Peptidyl-tRNA hydrolase, PTH2"
"0.76","c2_50878","chr02","21883537","CPTuber.H","BTB/POZ domain"
"0.76","c2_53248","chr04","30295047","CPTuber.H","Phosphoribosyltransferase domain"
"0.76","c2_10008","chr04","44862213","CPTuber.H","TENA/THI-4/PQQC family"
"0.76","c2_39448","chr04","61187333","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_34890","chr04","65041072","CPTuber.H","Chloramphenicol acetyltransferase-like domain superfamily"
"0.76","c1_7624","chr05","509237","CPTuber.H","Cytochrome c oxidase assembly protein CtaG/Cox11, domain superfamily"
"0.76","c1_9846","chr06","32835790","CPTuber.H","K+ potassium transporter"
"0.76","c2_5864","chr06","51123295","CPTuber.H","CASP, C-terminal"
"0.76","c1_7405","chr07","44453419","CPTuber.H","Myb-like DNA-binding domain"
"0.76","c1_11562","chr08","44935417","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_49770","chr09","10178418","CPTuber.H","Importin-beta, N-terminal domain"
"0.76","c1_3049","chr10","36895427","CPTuber.H","PPM-type phosphatase domain"
"0.76","c2_53946","chr10","52864885","CPTuber.H","Aromatic amino acid lyase"
"0.76","c2_2968","chr11","30014987","CPTuber.H","SnoaL-like domain"
"0.76","c2_39414","chr12","6878599","CPTuber.H","Osmotin/thaumatin-like superfamily"
"0.76","c2_765","chr02","11560582","CPTuber.H",NA
"0.76","c2_736","chr02","11876331","CPTuber.H","BTB/POZ domain"
"0.76","c2_16362","chr02","14675014","CPTuber.H","ATP11 protein"
"0.76","c1_12251","chr02","32372035","CPTuber.H","Wings apart-like protein regulation of heterochromatin"
"0.76","c2_42265","chr02","35379891","CPTuber.H","ZIP Zinc transporter"
"0.76","c1_3647","chr03","26229102","CPTuber.H","Guanylate kinase [gmk]."
"0.76","c2_10087","chr03","30030493","CPTuber.H",NA
"0.76","c1_14316","chr03","38775318","CPTuber.H","Trehalose-phosphatase"
"0.76","c1_10168","chr04","67131009","CPTuber.H","Secretory peroxidase"
"0.76","c2_43574","chr07","4196605","CPTuber.H","Plastocyanin-like domain"
"0.76","c1_1481","chr07","14865821","CPTuber.H","Sugar transporter signature"
"0.76","c1_5968","chr07","55763156","CPTuber.H","OTU-like cysteine protease"
"0.76","c2_32809","chr08","38130087","CPTuber.H","N-terminal C2 in EEIG1 and EHBP1 proteins"
"0.76","c1_15044","chr08","42972795","CPTuber.H","Deoxyxylulose-5-phosphate synthase"
"0.76","c2_15859","chr08","47318204","CPTuber.H",NA
"0.76","c2_20588","chr09","63307260","CPTuber.H","Domain of unknown function (DUF3527)"
"0.76","c2_34553","chr10","45302257","CPTuber.H",NA
"0.76","c1_10930","chr01","566972","CPTuber.H",NA
"0.76","c1_14044","chr01","69764456","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c1_9406","chr01","88282100","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.76","c2_33993","chr02","23310027","CPTuber.H","Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding"
"0.76","c1_14813","chr03","2647267","CPTuber.H","SUF system FeS cluster assembly, SufBD"
"0.76","c2_55280","chr03","47347666","CPTuber.H","Invertase/pectin methylesterase inhibitor domain superfamily"
"0.76","c2_38729","chr04","13311494","CPTuber.H","RmlC-like jelly roll fold"
"0.76","c2_37766","chr06","43548611","CPTuber.H","Aldehyde dehydrogenase, C-terminal"
"0.76","c2_52905","chr07","409687","CPTuber.H","Potentiating neddylation domain"
"0.76","c2_57478","chr12","8031525","CPTuber.H",NA
"0.76","c2_52691","chr12","47957753","CPTuber.H","Inosine/uridine-preferring nucleoside hydrolase domain"
"0.76","c2_44926","chr12","48236905","CPTuber.H","K+ potassium transporter"
"0.76","c2_5091","chr01","81146805","CPTuber.H","2Fe-2S ferredoxin-type iron-sulfur binding domain"
"0.76","c1_9385","chr01","88507245","CPTuber.H","Sec7 domain"
"0.76","c2_30952","chr02","15164632","CPTuber.H","Zinc finger C2H2 type domain signature."
"0.76","c1_2632","chr02","39491331","CPTuber.H","ATP-dependent Clp protease proteolytic subunit"
"0.76","c2_29438","chr03","5358937","CPTuber.H","PDZ-like domain"
"0.76","c2_648","chr03","21583049","CPTuber.H","Rhodanese-like domain superfamily"
"0.76","c2_20227","chr03","43546430","CPTuber.H","Protein Networked (NET), actin-binding (NAB) domain"
"0.76","c2_36059","chr04","56933963","CPTuber.H","Extensin-like region"
"0.76","c2_33105","chr06","12486970","CPTuber.H","Pentatricopeptide repeat"
"0.76","c2_9047","chr06","57372249","CPTuber.H","B3 DNA binding domain"
"0.76","c1_7980","chr07","48808564","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c1_7530","chr09","11323324","CPTuber.H","CRAL-TRIO lipid binding domain"
"0.76","c2_45686","chr10","52280339","CPTuber.H","Heat shock protein 70kD, peptide-binding domain superfamily"
"0.76","c2_29096","chr11","11795387","CPTuber.H","BTB/POZ domain"
"0.76","c2_4957","chr11","25022877","CPTuber.H","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"0.76","c2_43880","chr11","45715375","CPTuber.H",NA
"0.76","c2_5443","chr12","566176","CPTuber.H","Protein adenylyltransferase SelO [selO]."
"0.76","c2_50859","chr12","2840951","CPTuber.H","UDP-glucoronosyl and UDP-glucosyl transferase"
"0.76","c2_17613","chr12","10356994","CPTuber.H","Heat shock protein 70kD, peptide-binding domain superfamily"
"0.76","c2_56267","chr01","62551405","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c1_3221","chr01","81425171","CPTuber.H","Arginine and glutamate-rich protein 1"
"0.76","c1_9428","chr01","88094721","CPTuber.H","Alanine-tRNA ligase, eukaryota/bacteria"
"0.76","c2_47037","chr02","32116945","CPTuber.H","Ubiquitin-conjugating enzyme E2"
"0.76","c2_54530","chr03","8765334","CPTuber.H","NmrA-like domain"
"0.76","c2_33545","chr05","1613933","CPTuber.H","Virus X resistance protein-like, coiled-coil domain"
"0.76","c2_11287","chr06","30919015","CPTuber.H","Ferritin/DPS protein domain"
"0.76","c1_10130","chr06","50190381","CPTuber.H",NA
"0.76","c1_13658","chr07","581811","CPTuber.H","Synaptobrevin signature"
"0.76","c1_16194","chr07","45215488","CPTuber.H","Glucose-6-phosphate 1-dehydrogenase [zwf]."
"0.76","c2_16846","chr07","54718007","CPTuber.H","Rossmann-like alpha/beta/alpha sandwich fold"
"0.76","c2_41044","chr08","46718540","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_51749","chr08","49250496","CPTuber.H","Bifunctional purine biosynthesis protein PurH-like"
"0.76","c1_6176","chr09","54604432","CPTuber.H","Plant phospholipid transfer protein signature"
"0.76","c2_27692","chr09","67465092","CPTuber.H",NA
"0.76","c2_942","chr10","1598957","CPTuber.H","B-box-type zinc finger"
"0.76","c2_48929","chr10","45713464","CPTuber.H","Basic-leucine zipper domain"
"0.76","c2_53383","chr12","31825380","CPTuber.H","Rossmann-like alpha/beta/alpha sandwich fold"
"0.76","c1_14767","chr12","41200804","CPTuber.H","HtrA/DegQ protease family signature"
"0.76","c1_13769","chr02","27117361","CPTuber.H","Small GTPase"
"0.76","c1_5908","chr02","45504973","CPTuber.H","Ribonucleotide reductase small subunit"
"0.76","c2_20259","chr03","43461756","CPTuber.H","Oligosaccharyl transferase, STT3 subunit"
"0.76","c2_148","chr03","56770239","CPTuber.H","Fructose-bisphosphate aldolase, class-II"
"0.76","c2_21915","chr04","5978666","CPTuber.H","Aminotransferase class-III"
"0.76","c2_55707","chr04","35162969","CPTuber.H","DNA primase, large subunit, eukaryotic"
"0.76","c2_54035","chr05","5159511","CPTuber.H","Domain of unknown function (DUF383)"
"0.76","c2_51915","chr05","10791119","CPTuber.H",NA
"0.76","c2_38356","chr05","41268072","CPTuber.H",NA
"0.76","c1_12014","chr05","49028498","CPTuber.H","Glycogen synthase kinase 3, catalytic domain"
"0.76","c1_1074","chr05","54998589","CPTuber.H","Cleft lip and palate transmembrane protein 1 (CLPTM1)"
"0.76","c2_57172","chr06","44452072","CPTuber.H","3-isopropylmalate dehydratase, swivel domain"
"0.76","c1_12976","chr07","46146791","CPTuber.H","FAS1 domain superfamily"
"0.76","c2_19437","chr08","19937678","CPTuber.H","Remorin, C-terminal region"
"0.76","c1_11898","chr09","57989751","CPTuber.H","K Homology domain, type 1"
"0.76","c1_1781","chr11","25527034","CPTuber.H","Armadillo-type fold"
"0.76","c2_18526","chr11","30957642","CPTuber.H","Phosphatidylinositol 3-/4-kinase, catalytic domain"
"0.76","c2_13594","chr11","37794841","CPTuber.H","Hydantoinase/dihydropyrimidinase"
"0.76","c2_10047","chr12","29948346","CPTuber.H","Glycoside hydrolase family 17"
"0.76","c2_21077","chr12","38260335","CPTuber.H","Rhodanese-like domain superfamily"
"0.76","c2_36629","chr01","681589","CPTuber.H","Glycosyl transferase, family 20"
"0.76","c1_10915","chr01","727894","CPTuber.H","Aspartate-semialdehyde dehydrogenase [asd]."
"0.76","c1_6501","chr01","68732482","CPTuber.H","Triose-phosphate Transporter family"
"0.76","c2_2354","chr01","79107065","CPTuber.H","Alkaline and neutral invertase"
"0.76","c2_1835","chr03","49960498","CPTuber.H","Domain of unknown function (DUF4110)"
"0.76","c2_39287","chr04","2361125","CPTuber.H","HORMA domain superfamily"
"0.76","c1_15513","chr04","52278781","CPTuber.H","OTU-like cysteine protease"
"0.76","c2_11685","chr05","2344898","CPTuber.H","Chloramphenicol acetyltransferase-like domain superfamily"
"0.76","c2_49060","chr06","42481433","CPTuber.H","MADS MEF2-like"
"0.76","c1_11707","chr06","44335382","CPTuber.H","Phosphatidylserine decarboxylase, eukaryotic type 1"
"0.76","c2_47484","chr06","45154702","CPTuber.H",NA
"0.76","c2_18590","chr07","55998279","CPTuber.H","Protein of unknown function (DUF3537)"
"0.76","c1_8766","chr08","14043890","CPTuber.H","Aminotransferase class-III"
"0.76","c1_6142","chr08","20224719","CPTuber.H","Isoprenoid synthase domain superfamily"
"0.76","c2_8169","chr08","28594158","CPTuber.H",NA
"0.76","c2_2826","chr08","29036699","CPTuber.H","F-box domain profile."
"0.76","c2_2850","chr08","29707123","CPTuber.H",NA
"0.76","c2_19940","chr08","30673889","CPTuber.H",NA
"0.76","c1_516","chr08","32498600","CPTuber.H","Domain of unknown function (DUF4094)"
"0.76","c2_2105","chr08","32645044","CPTuber.H","DnaJ domain"
"0.76","c2_42290","chr08","33525929","CPTuber.H","AP180 N-terminal homology (ANTH) domain"
"0.76","c1_11442","chr08","36500983","CPTuber.H","Chalcone isomerase like"
"0.76","c1_5100","chr08","47456789","CPTuber.H","PPM-type phosphatase domain"
"0.76","c2_3997","chr09","4888515","CPTuber.H","ABC transporter type 1, transmembrane domain"
"0.76","c2_55046","chr09","49999458","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_27757","chr09","66985669","CPTuber.H",NA
"0.76","c1_289","chr10","2346214","CPTuber.H","Preprotein translocase SecY subunit domain"
"0.76","c1_11100","chr11","2508284","CPTuber.H","Gibberellin regulated protein"
"0.76","c1_16585","chr11","30099094","CPTuber.H","Rieske-like [2Fe-2S] domain, NirD-type"
"0.76","c2_14580","chr01","67614060","CPTuber.H","tRNA (cytidine(34)-2'-O)-methyltransferase [trmL]."
"0.76","c2_17531","chr01","71212428","CPTuber.H","Zinc finger, GATA-type"
"0.76","c2_4702","chr01","84577319","CPTuber.H","UDP-glucoronosyl and UDP-glucosyl transferase"
"0.76","c1_9430","chr01","88074280","CPTuber.H","Amino acid transporter, transmembrane domain"
"0.76","c1_11494","chr02","25110245","CPTuber.H","Enhanced disease susceptibility 1 protein EP domain"
"0.76","c2_25897","chr02","37987303","CPTuber.H","Virus X resistance protein-like, coiled-coil domain"
"0.76","c2_15065","chr02","43227991","CPTuber.H","Insulinase (Peptidase family M16)"
"0.76","c1_3346","chr03","29910645","CPTuber.H","Transcription factor, GTP-binding domain"
"0.76","c1_9153","chr03","41951710","CPTuber.H","Heavy metal-associated domain superfamily"
"0.76","c2_25279","chr04","63200737","CPTuber.H","MFS general substrate transporter"
"0.76","c1_1219","chr05","55158949","CPTuber.H","EF-hand domain"
"0.76","c1_11275","chr06","43572827","CPTuber.H","Haem peroxidase superfamily signature"
"0.76","c1_11144","chr06","55940196","CPTuber.H","Protein kinase domain"
"0.76","c2_50802","chr06","56707164","CPTuber.H","Secretory peroxidase"
"0.76","c2_26238","chr07","2822542","CPTuber.H","Cation efflux protein"
"0.76","c1_11475","chr07","45817149","CPTuber.H","Protein OBERON"
"0.76","c2_45445","chr07","47237044","CPTuber.H","Protein of unknown function (DUF1068)"
"0.76","c1_15046","chr08","43053274","CPTuber.H","Cytochrome b-c1 complex subunit 7 superfamily"
"0.76","c2_36745","chr08","53509230","CPTuber.H","Zinc finger, GATA-type"
"0.76","c2_27699","chr09","67433311","CPTuber.H",NA
"0.76","c2_9021","chr10","34522166","CPTuber.H","Ankyrin repeat-containing domain"
"0.76","c1_13246","chr10","60687740","CPTuber.H","Zinc finger, C2H2 type"
"0.76","c2_23929","chr11","7101418","CPTuber.H","3'-5' exonuclease domain"
"0.76","c2_4276","chr11","33453680","CPTuber.H","Eukaryotic translation initiation factor 2D, SUI1 domain"
"0.76","c1_10900","chr11","33977170","CPTuber.H","Peptidase family M28"
"0.76","c2_36581","chr11","34129308","CPTuber.H","MADS SRF-like"
"0.76","c2_55113","chr01","18390692","CPTuber.H","Bulb-type lectin domain"
"0.76","c2_55621","chr01","19458157","CPTuber.H",NA
"0.76","c2_34940","chr01","35398310","CPTuber.H",NA
"0.76","c2_45626","chr01","55646913","CPTuber.H","Signal transduction response regulator, receiver domain"
"0.76","c1_11308","chr01","87758477","CPTuber.H","26S proteasome regulatory subunit, C-terminal"
"0.76","c2_35572","chr03","28469823","CPTuber.H","Protein phosphatase 4 core regulatory subunit R2"
"0.76","c2_18428","chr03","54207718","CPTuber.H","Kinase associated domain 1 (KA1)"
"0.76","c2_11107","chr04","42246307","CPTuber.H","Anthranilate synthase"
"0.76","c2_43987","chr04","55641064","CPTuber.H","F-box domain"
"0.76","c2_33226","chr06","22780206","CPTuber.H","ATP-dependent Clp protease ATP-binding subunit signature"
"0.76","c1_3130","chr06","57561751","CPTuber.H","Chaperone J-domain superfamily"
"0.76","c1_9170","chr08","35903916","CPTuber.H","Homeobox domain"
"0.76","c2_32802","chr08","38420172","CPTuber.H","Harbinger transposase-derived nuclease domain"
"0.76","c2_18892","chr08","45725092","CPTuber.H","AP-1/2/4 complex subunit beta"
"0.76","c2_54613","chr09","8898343","CPTuber.H","Cyclic nucleotide-binding domain"
"0.76","c2_42328","chr12","8543432","CPTuber.H",NA
"0.76","c1_12114","chr01","64383746","CPTuber.H","DEAD/DEAH box helicase domain"
"0.76","c1_15872","chr01","79543534","CPTuber.H","G-patch domain"
"0.76","c1_3750","chr02","6115467","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c1_4192","chr02","31480741","CPTuber.H","Guanylate-binding protein, N-terminal domain"
"0.76","c2_55465","chr03","48172960","CPTuber.H","AAA ATPase, AAA+ lid domain"
"0.76","c1_12414","chr05","50354040","CPTuber.H",NA
"0.76","c2_43135","chr06","43072183","CPTuber.H","Protein tyrosine phosphatase superfamily"
"0.76","c1_2091","chr06","50863543","CPTuber.H","Methyltransferase type 11"
"0.76","c2_45168","chr07","48228197","CPTuber.H","PDZ domain 6"
